Title,Date,ID,Comment,Comment_date,Channel,Like,Dislike,Comment_like
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,꽃님이,국짐당을  표주면    독도를    일본에  팔아넘긴다  국짐은    내란선동당,2주 전,KBS 1라디오,1천,55,9
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,조인자,"박영선후보님뽑읍시다.진솔하고진실성이묻어나더군요, 국민들께대하는태도를보구션감동했읍니다~~♡",2주 전,KBS 1라디오,1천,55,9
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,이나경,우리애도  20대인대     박영선  시장후보  지지합니다,2주 전,KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,안동수,박전시장  개인삶은 실패했지만  서울시정실패는 아닙니다 서민노동자 삶개선코자  누구보다  고뇌했읍니다 자기잘못에 속죄하며 목숨을 버렸읍니다 박시장 파렴치범 으로 욕으로 일관 하는분  당신이 그런일이라면 속죄의죽엄 선택할수이있겠소,2주 전,KBS 1라디오,1천,55,14
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,김조장,민주당은 각성해야한다. 이번 보궐선거 결과를 떠나서 검찰개혁과 언론개혁을 반드시해야한다. 촛불민심은 진정한 개혁 과감하게 개혁을 원한다. 만일 하지못하면 민주당은 이번이 마지막이란걸 기억해야한다.,2주 전,KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,김순례,젏은.20.30대층도.안철수하더니.오세훈은싫다고합나다.박영선찍겟다고.합니다,2주 전,KBS 1라디오,1천,55,6
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,도도구,오로지 출연이 목적인 기회주의자 최영일,2주 전,KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,최정의,반드시 투표합시다 💙회초리는 그다음에 듭시다 아무리그래도이명박근혜 꿀빨던 거악들에게 서울 부산을 맡길순 없지요,2주 전,KBS 1라디오,1천,55,15
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,mj k,우리나라  2030  바보들  아닙니다   왜  국짐당을  뽑겠어요??  네??   박원순 시장님  서울시민 을  위해  자신을  희생하신  분입니다  그자리를  국짐당한테  뺴앗길수 없어요   춧불의 힘은  여전합니다   어릴수록  더  잘보입니다,2주 전,KBS 1라디오,1천,55,11
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,김coys,지지세력마져 내로남불 ㅋㅋ 박영선 도쿄 집,2주 전,KBS 1라디오,1천,55,2
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,나그네,ㅋ 꿈깨라표차가 많이 날듯이제 내년선거때국민에 힘  가자가자 화이팅,2주 전,KBS 1라디오,1천,55,0
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,청담,이택수이세이야.내나이 60대이지만 거의 이번선거에서 보수는 꼴통(70%이상)이라고 너도나도   확신한다.!!!@@@***,2주 전,KBS 1라디오,1천,55,2
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,윤종민,댓글들 보니 이번에는 왼쪽에서 부정선거 망상환자들이 속출하겠군요당분간 우파에 호재만 가득할 듯 합니다,2주 전,KBS 1라디오,1천,55,3
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,선택,선거를다시하는이유 성폭행하고 자살하고 구속당한 생때당 내일 찢어버립시다,2주 전(수정됨),KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,mj lee,이 분들 현재 민주당 지지층이 왜 돌아서는지 모르시네....민주당 지지층들은 결단력있는 민주당을 원합니다.결단있게 강하게 밀고 나가야 되는 일에 한발 물러서있는 민주의원들에게 실망한 것입니다...그것이 lh 사건을 빌미로 터졌을 뿐...뭐라도 강하게 밀고 나가면 뭐라도 바뀌는 미래도 있다는 확신이 서는데 몸사리고 한발 물러서있는 민주의원들 짜증난다 이겁니다.박범계도 마찬가지...왜 문재인 정부를 야단치고 심판합니까?..정치하는 당사자들이 협치 어쩌고 떠들면서 야당 눈치를 보고있는데....민주당의원들 정치 잘 하십시요...기회가 늘 오는것은 아니니까.법무부장관마다 그렇게 흔들고 언론마다 쌩 난리를 치는데 왜 검찰 눈치를 보는겁니까?.참 뭐라도 하십시요.,2주 전,KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,희리치,국민이수준이 있읍니다  나쁜 놈들은벌받는다  구라미트는 말하지마세요,2주 전,KBS 1라디오,1천,55,2
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,yun하루하루,"LH 문제가 현정부 탓은 아닌,아주아주 오래 전부터 곪아버린 것이 터진 거잖아요.현정권이라서 안고 가야 하는책임은 안타깝고 억지스럽기도 하나,어찌보면 현정부를 믿고스스로 부정부패를 뿌리뽑고자 하는기회의 간절한 바람으로해석할 수도 있어 보입니다.국민들에게는 좋은 일이고, 그나마 현정부라는 수면을 빌어떠오름이 천만다행이라생각합니다.현정부 최고!",2주 전(수정됨),KBS 1라디오,1천,55,7
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,김모씨,근데 민주당은 서울시장 후보 자체가 거짓말 아닌가?누가 거짓말을 한다고 그러나;;;;;,2주 전,KBS 1라디오,1천,55,7
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,박데니스,"구로박 아들이 물었습니다 ""엄마 서울시장은 왜 또 뽑는거야? "" '아 그건 박원숭 아저씨가 너무 여자를 밝히는 쏘세지라서 그런거야"" 이렇게 솔직히 답을 할 수 가 없었습니다 그래서 거짓말 쟁이가 됐습니다 "" 조국의 민주화를 위해 돌아가신거야"" 아들이 말했습니다 ""누굴 뷰웅신으로 아나"" 푸 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ",2주 전,KBS 1라디오,1천,55,5
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,derimourian tito,"한해예산 400조에200조가 더 추경예산이 된건데이 돈을 복지에다가 썼을까요?아닙니다.이 좌파정부와 박원순은10년동안서울의 발전자체보다는서울내에 자신들이 정권잃은후에보수정권에 대한보급투쟁을 이어나가기위해서 세금을써서 자리만들고 월급주는 좌파조직.단체를 만드는데 쓴겁니다이들은 사회적기업.협동조합.각종 언론단체.각종인권단체.여성단체.환경단체.운동권사업체.서울시기반시설관리단체들.건축.운송.덤프트력.철거.쓰레기단체들인데 이들은 선거투입이나 각종정치적 사안에대한 반대시위조직하고 시의 이권사업을 장악.훼방놓고 반정부여론형성하는데동원됩니다. 광우병선동.용산참사.미군장갑차사건.쌍용차파업.제주해군기지반대시위.세월호추모들도 이들조직이 개입되 보수정권들로부터 민심을 이반시키고 정권쟁취를위한 획책작업들이진행된 캐이스들입니다.특히 지방선거처럼 투표율이 낮을때대규모로 포섭.할당된 인원을 바탕으로힘을 발휘하는 경우가 많아 선거결과에 영향을미치는데..서울시장선거에 박원순이 만들어놓은각종단체들의 조직선거로여론조사지지도와는 다를수있어야당쪽에서는 적극투표를 유도해야한다는얘기가 나올정도입니다.민주당의 임종석이 성추행의 박원순을대중들의 분노에도불구그의 고결한 뜻을 기려 기념비를 세워야한다라고  말한게 바로 박원순의 ""좌파 조직을 만드는 산파""역할때문이었죠.성추행당한 여성에대한 존중도그들에게는 사실 중요하지않습니다.그냥 수단일뿐입니다.",2주 전,KBS 1라디오,1천,55,1
[주진우 라이브] 이번 선거 캐스팅보트는 2030세대? | KBS 210406 방송,2021. 4. 6.,derimourian tito,"한해예산 400조에200조가 더 추경예산이 된건데이 돈을 복지에다가 썼을까요?아닙니다.이 좌파정부와 박원순은10년동안서울의 발전자체보다는서울내에 자신들이 정권잃은후에보수정권에 대한보급투쟁을 이어나가기위해서 세금을써서 자리만들고 월급주는 좌파조직.단체를 만드는데 쓴겁니다이들은 사회적기업.협동조합.각종 언론단체.각종인권단체.여성단체.환경단체.운동권사업체.서울시기반시설관리단체들.건축.운송.덤프트력.철거.쓰레기단체들인데 이들은 선거투입이나 각종정치적 사안에대한 반대시위조직하고 시의 이권사업을 장악.훼방놓고 반정부여론형성하는데동원됩니다. 광우병선동.용산참사.미군장갑차사건.쌍용차파업.제주해군기지반대시위.세월호추모들도 이들조직이 개입되 보수정권들로부터 민심을 이반시키고 정권쟁취를위한 획책작업들이진행된 캐이스들입니다.특히 지방선거처럼 투표율이 낮을때대규모로 포섭.할당된 인원을 바탕으로힘을 발휘하는 경우가 많아 선거결과에 영향을미치는데..서울시장선거에 박원순이 만들어놓은각종단체들의 조직선거로여론조사지지도와는 다를수있어야당쪽에서는 적극투표를 유도해야한다는얘기가 나올정도입니다.민주당의 임종석이 성추행의 박원순을대중들의 분노에도불구그의 고결한 뜻을 기려 기념비를 세워야한다라고  말한게 바로 박원순의 ""좌파 조직을 만드는 산파""역할때문이었죠.성추행당한 여성에대한 존중도그들에게는 사실 중요하지않습니다.그냥 수단일뿐입니다.",2주 전,KBS 1라디오,1천,55,0
